sku,display_name,web_price,member_price,description,skills
978-0-13-820172-2,CertPREP Courseware: PMI Certified Associate in Project Management - Instructor-Led,$150.00,$150.00,"  Description                      This instructor-led CertPREP Certified Associate in Project Management (CAPM)® course is focused on specific educational and experience attributes. There is a connection to the Project Management Institute (PMI) definitions and expectations for understanding of topics. The CAPM concept areas are traditional project management fundamentals: product life cycles and approaches to delivering project value using adaptive, predictive and hybrid approaches: and the role of business analysis in project management. Completion and of the course and passing the exam signifies an individual has the process knowledge, experience, and training required to practice the principles and standards prescribed by the Project Management Institute (PMI).  The goal of this course is to demonstrate real-world foundational knowledge of core data concepts and how they are implemented for the Certified Associate in Project Management — including foundation topics, exam preparations tasks, and a practice exam — to increase your chances of passing the exam on your first try.  Course components:  Lessons Video learning Practice Test for Certified Associate Project Management (CAPM).   Duration: 4 days  Audience: The audience for this training is anyone who wants to pass the CAPM ® Certification exam and advance their career in project management and those obtaining a bachelor’s degree or needing additional coursework for the Project Management Professional (PMP).  Prerequisites:  A least 3 years of project work experience.   Required course materials:  One seat of instructor-led CertPREP Certified Associate in Project Management (CAPM)® Courseware for each student.  Course objectives:   Upon successful completion of this course, students should be able to:   Understand project management fundamentals Describe the predictive approach Explain how the adaptive approach is different from the predictive approach Discuss the importance of business analysis  Training outline:  Part I Project Management Fundamentals  Lesson 1: Becoming a Certified Associate in Project Management (CAPM)® Lesson 2: Projects and Project Management Lesson 3: Organizing for Project Performance Lesson 4: Development Approach and Life Cycle Performance Domain  Part II Predictive Approach  Lesson 5: Planning, Project Work, and Delivery: Predictive Methodologies Lesson 6: Project Work and Delivery  Part III Adaptive Approach  Lesson 7: Planning, Project Work, and Delivery: Adaptive Approaches Lesson 8: Overview of Adaptive Frameworks Lesson 9: Measurement, Tracking, and Measuring Uncertainty  Part IV Business Analysis  Lesson 10: Business Analysis Frameworks Lesson 11: Business Analysis Domains Lesson 12: Tailoring and Final Preparation   ","Business Analysis, "
978-0-13-821959-8,CertPREP Courseware: CompTIA A+ Core 2 (220-1102) - Instructor-Led,$150.00,$150.00,"  Description  This instructor-led CertPREP CompTIA A+ Core 2 course is based on a vendor-neutral exam that measures knowledge of industry-standard technology. It covers the basic concepts of PC or mobile device hardware, networking, virtualizations and clous computing, and troubleshooting hardware and network issues. The goal of this course is to provide you with all the tools you need to prepare for the COMPTIA A+ Core 1 (220-1102) exam — including text explanations, video demos, lab activities, self-assessment questions, and a practice exam— to increase your chances of passing the exam on your first try. Course components:  Lessons Video learning MeasureUp Practice Test for CompTIA A+ Core 2 (220-1102). Practice Mode with remediation and Certification mode to simulate the test day experience.  Duration: 5 days Audience: Entry-level IT professional with knowledge equivalent to what is learned in 6 to 12 months of hands-on experience in a lab or in the field. Prerequisites:   6 months to 1-year professional experience working with desktop PCs, laptops, and mobile devices. Experience navigating through Windows and accessing the Internet. Basic knowledge of macOS and Linux features.  Required course materials: Instructor-led CertPREP CompTIA A+ Core 2 (220-1102) Courseware. Course objectives  Upon successful completion of this course, students should be able to:    Compare and contrast Windows, macOS and Linux operating systems. Discuss security measures and best practices. Identify different software troubleshooting issues and solutions. Describe operational procedures and best practices.   ","Troubleshooting, Operations, Microsoft Windows, Web Navigation, Security, Security Strategies, Security Policies, Linux, Security Management, "
978-0-13-821959-8-SP,CertPREP Courseware: CompTIA A+ Core 2 (220-1102) - Self-Paced,$150.00,$150.00,"  Description  This self-paced CertPREP CompTIA A+ Core 2 course is based on a vendor-neutral exam that measures knowledge of industry-standard technology. It covers the basic concepts of PC or mobile device hardware, networking, virtualizations and clous computing, and troubleshooting hardware and network issues. The goal of this course is to provide you with all the tools you need to prepare for the COMPTIA A+ Core 1 (220-1102) exam — including text explanations, video demos, lab activities, self-assessment questions, and a practice exam— to increase your chances of passing the exam on your first try. Course components:  Lessons Video learning MeasureUp Practice Test for CompTIA A+ Core 2 (220-1102). Practice Mode with remediation and Certification mode to simulate the test day experience.  Duration: Approximately 95 hours. Each learner will progress at their own rate. Audience: Entry-level IT professional with knowledge equivalent to what is learned in 6 to 12 months of hands-on experience in a lab or in the field. Prerequisites:   6 months to 1-year professional experience working with desktop PCs, laptops, and mobile devices. Experience navigating through Windows and accessing the Internet. Basic knowledge of macOS and Linux features.  Required course materials: Self-paced CertPREP CompTIA A+ Core 2 (220-1102) Courseware. Course objectives  Upon successful completion of this course, students should be able to:    Compare and contrast Windows, macOS and Linux operating systems. Discuss security measures and best practices. Identify different software troubleshooting issues and solutions. Describe operational procedures and best practices.   ","Troubleshooting, Operations, Security, Security Strategies, Security Policies, Linux, Security Management, "
ADBELRN-ANIMATE,Adobe Certified Professional in Multiplatform Animation Using Adobe Animate Learning Course,$225.00,$225.00,"  Description  LearnKey is a premier provider of training solutions for education, corporate/government, and personal users. For over three decades, LearnKey’s mission has been to create flexible expert learning solutions - solutions that work for everyone because they are not only easy to use, but they are extremely engaging and interactive. LearnKey’s Adobe Animate course teaches users what to expect when working in the animation industry, such as how to create, manage, organize, and customize documents and the application interface; how to create and modify multimedia elements and animations; and how to publish content for the web and screen. Users will learn what they need to know to prepare for a career in the animation industry, all while learning what they need to know to sit for the certification exam. COURSE HOURS: 25 HRS Finished the course? Take the CertPREP Adobe Animate Practice Test. Then continue your journey to become an Adobe Certified Professional in Adobe Animate. For more information on the Learn, Practice, Certify pathway, visit Certiport - Adobe Certified Professional.                                                                                                 ","Animations, Multimedia, "
ADBELRN-ILLUSTRATOR,Adobe Certified Professional in Graphic Design & Illustration Using Adobe Illustrator Learning Course,$225.00,$225.00,"  Description  LearnKey is a premier provider of training solutions for education, corporate/government, and personal users. For over three decades, LearnKey’s mission has been to create flexible expert learning solutions - solutions that work for everyone because they are not only easy to use, but they are extremely engaging and interactive. LearnKey’s Adobe Illustrator course introduces both new and experienced users to Illustrator preparing the user for certification and improving their employability in the design industry. This course teaches the basics of working in the design industry including identifying an audience and their needs, communicating with colleagues and clients, and understanding copyright. You will also learn how to navigate, organize, and customize the application workspace; organize and streamline document workflows; create and modify text and graphic elements; and how to publish your project in web, print, and video formats. COURSE HOURS: 22 HRS Finished the course? Take the CertPREP Adobe Illustrator Practice Test. Then continue your journey to become an Adobe Certified Professional in Adobe Illustrator. For more information on the Learn, Practice, Certify pathway, visit Certiport - Adobe Certified Professional.   ","Document Management, Audience Segmentation, Documentation Skills, Workflows, Audience Development, "
ADBELRN-PHOTOSHOP,Adobe Certified Professional in Visual Design Using Adobe Photoshop Learning Course,$225.00,$225.00,"  Description  LearnKey is a premier provider of training solutions for education, corporate/government, and personal users. For over three decades, LearnKey’s mission has been to create flexible expert learning solutions - solutions that work for everyone because they are not only easy to use, but they are extremely engaging and interactive. LearnKey’s Adobe Photoshop course is designed for both novice and advanced users preparing for certification. Using the concept of an outdoor magazine, the course demonstrates topics necessary for working in the design industry, setting up a project and customizing the user interface, organizing documents, creating and modifying visual elements, and publishing a final product. COURSE HOURS: 17 HRS Finished the course? Take the CertPREP Adobe Photoshop Practice Test. Then continue your journey to become an Adobe Certified Professional in Adobe Photoshop. For more information on the Learn, Practice, Certify pathway, visit Certiport - Adobe Certified Professional.  ","Visual Design, Document Management, User Interface Design (UI Design), "
ADBELRN-PREMIEREPRO,Adobe Certified Professional in Digital Video Using Adobe Premiere Pro Learning Course,$225.00,$225.00,"  Description  LearnKey is a premier provider of training solutions for education, corporate/government, and personal users. For over three decades, LearnKey’s mission has been to create flexible expert learning solutions - solutions that work for everyone because they are not only easy to use, but they are extremely engaging and interactive. LearnKey’s Adobe Premiere Pro course teaches the basics of working in the digital video industry; how to create, navigate, and organize a project and the application interface; how to create and modify elements of digital video; and how to publish a final project for distribution. The course prepares a user for the certification exam and adds to the skills required for employment in the digital video industry. COURSE HOURS: 21 HRS Finished the course? Take the CertPREP Adobe Premiere Pro Practice Test. Then continue your journey to become an Adobe Certified Professional in Adobe Premiere Pro. For more information on the Learn, Practice, Certify pathway, visit Certiport - Adobe Certified Professional.  ","Digital Video Production, "
CPC-ITS-CLOUD-VUE,CertPREP Courseware: IT Specialist Cloud Computing - Instructor-Led,$150.00,$150.00,"  Description                      The Cloud Computing course covers the entire field of cloud computing. From determining if a cloud solution is appropriate for your organization, to developing cloud infrastructure, implementing the cloud development life cycle, managing cloud operations, and understanding cloud governance. The course is designed specifically to train you for the IT Specialist Cloud Computing Certification.  An IT Specialist Cloud Computing Certification is proof or your ability to understand technical cloud concepts and develop, deploy and manage cloud operations. The objective of the course is to provide all the tools you need — including text explanations, videos, figures & tables, quizzes, practice labs, and a practice exam — to prepare for the Cloud Computing exam and pass it on the first try.  Duration: 3 days of training  Prerequisites: None  Course objectives:  Upon successful completion of this course, students should be able to:    Examine the fundamental concepts of cloud computing. Plan a cloud computing project. Select cloud solutions. Define cloud solution requirements. Determine hardware and storage requirements for a cloud project. Design cloud apps and solutions. Develop and test cloud apps. Integrate and deploy a cloud solution. Manage cloud operations. Evaluate cloud governance.   Required course materials:  Pearson CertPREP IT Specialist: Cloud Computing  ","Cloud Infrastructure, Cloud-Based Testing, Cloud Architecture, Cloud Applications, Cloud Computing, Governance, "
CPC-ITS-CLOUD-VUE-SP,CertPREP Courseware: IT Specialist Cloud Computing - Self-Paced,$150.00,$150.00,"  Description  This self-paced CertPREP IT Specialist Cloud Computing course covers the entire field of cloud computing. From determining if a cloud solution is appropriate for your organization, to developing cloud infrastructure, implementing the cloud development life cycle, managing cloud operations, and understanding cloud governance. The course is designed specifically to train you for the IT Specialist Cloud Computing Certification. An IT Specialist Cloud Computing Certification is proof or your ability to understand technical cloud concepts and develop, deploy and manage cloud operations. The objective of the course is to provide all the tools you need — including text explanations, videos, figures & tables, quizzes, practice labs, and a practice exam — to prepare for the Cloud Computing exam and pass it on the first try. Course components:  Lessons MeasureUp Practice Test for IT Specialist Cloud Computing. Practice Mode with remediation and Certification mode to simulate the test day experience. Labs  Duration: Approximately 24 hours of primary course content. Each learner will progress at their own rate. Prerequisites: None Required course materials: Self-paced CertPREP IT Specialist: Cloud Computing Courseware. Course objectives:  Upon successful completion of this course, students should be able to:    Examine the fundamental concepts of cloud computing. Plan a cloud computing project. Select cloud solutions. Define cloud solution requirements. Determine hardware and storage requirements for a cloud project. Design cloud apps and solutions. Develop and test cloud apps. Integrate and deploy a cloud solution. Manage cloud operations. Evaluate cloud governance.   ","Cloud Infrastructure, Cloud-Based Testing, Cloud Architecture, Cloud Applications, Cloud Computing, Governance, "
ITS-CompThink-VUE,CertPREP Courseware: IT Specialist Computational Thinking - Instructor-Led,$150.00,$150.00,"  Description                      This instructor-led CertPREP IT Specialist Computational Thinking course focuses on knowledge needed to describe data storage; bits and their storage; representing information in bit patterns; data and programming; data manipulation; arithmetic/logic; programming data manipulation; algorithms; the concept of an algorithm; algorithm representation; algorithm discovery; iterative structures; recursive structures; efficiency and correctness; programming languages;  historical perspective of programming languages; traditional programming concepts; procedural units; object-oriented programming; software engineering; the software engineering discipline; the software life cycle; software engineering methodologies; modularity; tools of the trade; quality assurance; documentation; the human-machine interface; data abstractions; basic data structures; related concepts; customized data types; classes and objects; abstract models; database systems; database fundamentals; the relational model; object-oriented databases; traditional file structures; data mining; social impact of database technology; artificial intelligence; intelligence and machines; perception; reasoning; theory of computation; functions and their computation; Turing machines; universal programming languages; a non-computable function; and complexity of problems. Designed for professionals in both non-technical or technical roles, this course focuses on the critical thinking and decision-making skills needed for success at the IT Specialist level.  The goal of this course is to provide you with all the tools you need to prepare for the IT Specialist Computational Thinking exam to increase your chances of passing the exam on your first try.  Course components:  Lessons Video learning MeasureUp Practice Test for IT Specialist Computational Thinking (INF-308). Practice Mode with remediation and Certification mode to simulate the test day experience. Labs   Duration: 1 day  Audience: Participants who are ready to demonstrate their understanding of computational thinking, including decomposing problems, collecting and analyzing data, recognizing patterns in data, representing data through abstractions, and automating solutions through algorithmic thinking.  Prerequisites:   0-1 years of experience working in the field Limited to no experience with computational thinking concepts   Required course materials: One seat of instructor-led CertPREP IT Specialist Computational Thinking (INF-308) Courseware for each student.  Course objectives:   Upon successful completion of this course, students should be able to:     Describe Data Storage Describe Data Manipulation Describe Algorithms Describe Programming Languages Describe Software Engineering Describe Data Abstractions Describe Database Systems Describe Artificial Intelligence Describe the Theory of Computation   ","Algorithms, Data Processing, Applications Of Artificial Intelligence, Data Manipulation, Decision Making, Critical Thinking, Problem Solving, Database Management, Data Analysis, Arithmetic, Data Collection, Pattern Recognition, Artificial Intelligence (AI), General Computing Concepts, "
Pearson-ITS-AI-VUE,CertPREP Courseware: IT Specialist Artificial Intelligence - Instructor-Led,$150.00,$150.00,"  Description                      Artificial Intelligence (AI) is one of the fastest growing areas of information technology today, transforming the way we think, learn, and work. A certification in AI can help open a world of high-paying opportunities in industries everywhere.  This instructor-led CertPREP IT Specialist Artificial Intelligence (INF-307) course covers the entire field of AI. From defining the AI problem that needs to be solved, managing the data, and building an AI model to solve it, to producing, deploying, and monitoring the model in an application. The course is specifically designed to train you for the IT Specialist Artificial Intelligence Certification.  An IT Specialist Artificial Intelligence Certification is proof or your ability to understand AI concepts and use the tools necessary to create AI applications.  Duration: Five (5) days.  Course components:  Lessons Video learning MeasureUp Practice Test for IT Specialist Artificial Intelligence (INF-307) Practice Mode with remediation and Certification mode to simulate the test day experience.  Duration: Approximately 40 hours of primary content. Each learner will progress at their own pace.  Audience:  This course is designed for students with the motivation to become an AI-enabled learner; as well as those who are curious about the professional applications of AI, ML, and associated technologies, and their use in research and career fields.  Prerequisites:  None  Course objectives:  Upon successful completion of this course, students should be able to:  Describe the fundamentals of AI. Define the problem you want to resolve with AI. Extract and transform data to be ready to be analyzed. Analyze and visualize prepared data. Design an ML approach and test your hypothesis. Train and evaluate a classification model. Train and evaluate a regression model. Train and evaluate a cluster model. Launch an AI/ML project. Deploy and monitor an AI/ML model in production.  Required course materials: Instructor-led CertPREP IT Specialist Artificial Intelligence (INF-307) Courseware.   ","Data Visualization, Cluster Development, Applications Of Artificial Intelligence, Data Extraction, Linear Regression, Data Conversion, Cluster Analysis, Data Analysis, Computer Clusters, Data Transformation, General Linear Models, Regression Analysis, Machine Learning (ML), Artificial Intelligence (AI), "
Pearson-ITS-AI-VUE-SP,CertPREP Courseware: IT Specialist Artificial Intelligence - Self-Paced,$150.00,$150.00,"  Description                      Artificial Intelligence (AI) is one of the fastest growing areas of information technology today, transforming the way we think, learn, and work. A certification in AI can help open a world of high-paying opportunities in industries everywhere.  This self-paced CertPREP IT Specialist Artificial Intelligence (INF-307) course covers the entire field of AI. From defining the AI problem that needs to be solved, managing the data, and building an AI model to solve it, to producing, deploying, and monitoring the model in an application. The course is specifically designed to train you for the IT Specialist Artificial Intelligence Certification.  An IT Specialist Artificial Intelligence Certification is proof or your ability to understand AI concepts and use the tools necessary to create AI applications. Duration:  Approximately 40 hours of training. Every learner will progress at their own pace.  Course components:  Lessons Video learning MeasureUp Practice Test for IT Specialist Artificial Intelligence (INF-307) Practice Mode with remediation and Certification mode to simulate the test day experience.  Duration: Approximately 40 hours of primary content. Each learner will progress at their own pace.  Audience:  This course is designed for students with the motivation to become an AI-enabled learner; as well as those who are curious about the professional applications of AI, ML, and associated technologies, and their use in research and career fields.  Prerequisites:  None  Course objectives:  Upon successful completion of this course, students should be able to:  Describe the fundamentals of AI. Define the problem you want to resolve with AI. Extract and transform data to be ready to be analyzed. Analyze and visualize prepared data. Design an ML approach and test your hypothesis. Train and evaluate a classification model. Train and evaluate a regression model. Train and evaluate a cluster model. Launch an AI/ML project. Deploy and monitor an AI/ML model in production.  Required course materials: Self-paced CertPREP IT Specialist Artificial Intelligence (INF-307) Courseware.   ","Data Visualization, Cluster Development, Applications Of Artificial Intelligence, Data Extraction, Linear Regression, Data Conversion, Cluster Analysis, Data Analysis, Computer Clusters, Data Transformation, General Linear Models, Regression Analysis, Machine Learning (ML), Artificial Intelligence (AI), "
UCRT-978-1-61691-098-3,N10-007: CompTIA Network+ N10-007 Cert Guide,$139.99,$139.99,"  Description                      CompTIA Network+ certification is one of the most demanded credential that validates the knowledge and skills required to troubleshoot, configure, and manage wired and wireless networks found in companies around the world. The certification provides knowledge and skills required to troubleshoot, configure, and manage common network devices; understand and maintain network documentation; identify network limitations and weaknesses; implement network security, standards, and protocols.  Authored by Industry Experts uCertify uses content from the finest publishers. They have a minimum of 15 years real-world experience and are subject matter experts in their fields.  Award Winning Learning Platform (LMS) uCertify has developed an award winning, highly interactive yet simple to use platform. uCertify understands that it is critical to help student focus on learning the subject and not learning the LMS. uCertify helps student retain and recall the knowledge by teaching students using interactive exercises. Features such as actionable analytics and study planner help in keeping students focused.  System Requirements: uCertify courses can be accessed from your personal computer or laptop and/or your iOS and Android devices.  The only technical requirement is access to the Internet with any modern browser (less than two years old).  License Validity: uCertify Course comes with a validity period of one year from the date of enrollment.                                                                                                 ","Network Management Systems, Network Management, Network Security, Network Administration, Network Troubleshooting, "
